# EulerBlock derivatives output
# Author: Ney Rafael Secco (ney@ita.br)
# Instituto Tecnologico de Aeronautica - ITA
# Sao Jose dos Campos - Brazil

# Grid size (ii, jj)
      61      49

# Derivatives with respect to the following function (f)
cl_jlow 

# df/dMach_inf
-5.47560296E+00

# df/dalpha_inf [rad]
 1.14429505E+01

# Nodal derivatives
# i, j, X, Y, df/dX, df/dY
      11 ,       31 ,  1.25613613E+00 , -1.36641076E+00 ,  1.52289344E-06 , -1.46982081E-06
      12 ,       31 ,  1.11889928E+00 , -1.42630539E+00 , -4.45954825E-07 , -1.06794886E-05
      13 ,       31 ,  9.79460012E-01 , -1.47324485E+00 ,  8.85505646E-06 ,  1.48040469E-05
      14 ,       31 ,  8.38364408E-01 , -1.50787369E+00 , -1.99039528E-05 ,  5.07959420E-06
      15 ,       31 ,  6.95938656E-01 , -1.53064372E+00 , -3.23018527E-06 ,  8.32911822E-06
      16 ,       31 ,  5.52368700E-01 , -1.54178579E+00 ,  3.36925101E-05 ,  7.46670093E-06
      17 ,       31 ,  4.07772898E-01 , -1.54129303E+00 ,  1.49517322E-05 ,  1.22717266E-05
      18 ,       31 ,  2.62272681E-01 , -1.52891114E+00 ,  1.60252059E-05 ,  5.06560592E-06
      19 ,       31 ,  1.16067038E-01 , -1.50413516E+00 , -7.02238943E-06 ,  5.30610254E-06
      20 ,       31 , -3.04840588E-02 , -1.46621652E+00 ,  7.33564536E-06 , -3.45094463E-05
      21 ,       31 , -1.76764307E-01 , -1.41418743E+00 , -2.89753010E-05 ,  7.16104357E-06
      22 ,       31 , -3.21794659E-01 , -1.34691353E+00 , -8.11021327E-06 ,  7.77895746E-06
      23 ,       31 , -4.64122856E-01 , -1.26318758E+00 , -4.48320054E-06 ,  1.48303209E-06
      24 ,       31 , -6.01724556E-01 , -1.16187687E+00 , -1.20442008E-06 ,  5.93694379E-06
      25 ,       31 , -7.31942263E-01 , -1.04213139E+00 ,  4.21296276E-06 ,  6.47185695E-06
      26 ,       31 , -8.51498205E-01 , -9.03647534E-01 , -4.95891578E-06 , -6.31564109E-08
      27 ,       31 , -9.56621221E-01 , -7.46959900E-01 , -9.63772384E-06 , -4.83484606E-06
      28 ,       31 , -1.04331752E+00 , -5.73705578E-01 ,  5.40241399E-06 ,  1.42239228E-06
      29 ,       31 , -1.10778386E+00 , -3.86780536E-01 ,  4.98890620E-05 ,  1.74106967E-05
      30 ,       31 , -1.14690990E+00 , -1.90303753E-01 , -1.88217199E-04 , -5.32195999E-06
      31 ,       31 , -1.15876126E+00 ,  1.06611173E-02 ,  2.15748408E-04 , -4.30938197E-05
      32 ,       31 , -1.14290765E+00 ,  2.10603504E-01 , -7.39318800E-05 ,  3.13079596E-05
      33 ,       31 , -1.10048966E+00 ,  4.04175592E-01 , -1.06874431E-06 ,  3.41086468E-06
      34 ,       31 , -1.03400181E+00 ,  5.86757875E-01 ,  4.12442716E-07 ,  1.13995343E-07
      35 ,       31 , -9.46865612E-01 ,  7.54843918E-01 , -5.76260448E-07 , -8.86630934E-07
      36 ,       31 , -8.42923724E-01 ,  9.06182411E-01 , -1.21345528E-06 , -1.09121841E-06
      37 ,       31 , -7.25981214E-01 ,  1.03969884E+00 , -1.41061473E-06 , -1.51525701E-06
      38 ,       31 , -5.99472152E-01 ,  1.15527202E+00 , -3.00982581E-06 , -8.64779574E-07
      39 ,       31 , -4.66272764E-01 ,  1.25345110E+00 , -1.54737130E-06 , -1.08988858E-06
      40 ,       31 , -3.28641738E-01 ,  1.33518000E+00 , -2.13106315E-06 , -3.88949542E-06
      41 ,       31 , -1.88250224E-01 ,  1.40156742E+00 ,  1.45201085E-05 ,  3.59464437E-06
      42 ,       31 , -4.62633975E-02 ,  1.45371582E+00 , -8.13722279E-06 ,  1.12286250E-05
      43 ,       31 ,  9.65563192E-02 ,  1.49260652E+00 , -2.27488014E-05 , -2.81952516E-06
      44 ,       31 ,  2.39743816E-01 ,  1.51903043E+00 ,  5.84639070E-05 , -1.62107093E-05
      45 ,       31 ,  3.83033842E-01 ,  1.53355163E+00 ,  7.48046604E-05 , -4.20210929E-06
      46 ,       31 ,  5.26274955E-01 ,  1.53649266E+00 , -3.55202856E-05 ,  5.42648016E-05
      47 ,       31 ,  6.69353837E-01 ,  1.52793285E+00 , -3.13589369E-05 , -1.04032483E-06
      48 ,       31 ,  8.12126226E-01 ,  1.50771431E+00 ,  8.75832726E-05 , -7.80748620E-06
      49 ,       31 ,  9.54349402E-01 ,  1.47545372E+00 , -2.86261982E-04 ,  2.09132817E-05
      50 ,       31 ,  1.09561092E+00 ,  1.43056155E+00 , -1.40525428E-04 , -2.36128245E-05
      51 ,       31 ,  1.23524938E+00 ,  1.37227432E+00 ,  3.16040084E-05 , -8.89556883E-06
      52 ,       31 ,  1.37226569E+00 ,  1.29970930E+00 ,  8.61272238E-05 , -1.21903994E-05
      53 ,       31 ,  1.50522879E+00 ,  1.21195463E+00 ,  1.95168667E-05 , -1.25701304E-05
      54 ,       31 ,  1.63218781E+00 ,  1.10820923E+00 ,  6.83252284E-07 ,  2.77435208E-07
      55 ,       31 ,  1.75061445E+00 ,  9.87984288E-01 ,  5.02762899E-06 , -4.99538715E-06
      56 ,       31 ,  1.85741219E+00 ,  8.51366988E-01 ,  7.72118453E-07 ,  1.74059408E-06
      57 ,       31 ,  1.94903800E+00 ,  6.99325504E-01 ,  2.49315785E-06 , -3.45399486E-06
      58 ,       31 ,  2.02177823E+00 ,  5.34000809E-01 ,  5.77359901E-06 ,  4.29868419E-06
      59 ,       31 ,  2.07219117E+00 ,  3.58895470E-01 ,  2.61557205E-06 , -9.06998016E-06
      60 ,       31 ,  2.09766974E+00 ,  1.78853018E-01 ,  4.89824169E-05 ,  1.00516705E-04
      61 ,       31 ,  2.09700379E+00 , -2.48234792E-04 , -1.17863025E-04 , -4.20524053E-04
       1 ,       32 ,  2.26387679E+00 ,  7.10630924E-04 , -3.50536169E-05 ,  3.78652413E-04
       2 ,       32 ,  2.26531329E+00 , -1.95466562E-01 ,  6.55135539E-05 ,  5.79959089E-05
       3 ,       32 ,  2.23921455E+00 , -3.92326348E-01 , -8.90418273E-06 ,  1.37748130E-05
       4 ,       32 ,  2.18687164E+00 , -5.83978292E-01 ,  2.59759997E-06 ,  2.11485545E-06
       5 ,       32 ,  2.11088411E+00 , -7.65568677E-01 ,  3.77040145E-06 , -6.50300257E-07
       6 ,       32 ,  2.01463010E+00 , -9.33542212E-01 , -4.51488050E-07 , -1.43847910E-06
       7 ,       32 ,  1.90174617E+00 , -1.08564970E+00 ,  3.01388479E-06 , -3.40864664E-07
       8 ,       32 ,  1.77571757E+00 , -1.22077038E+00 ,  8.29996784E-07 , -4.98426508E-06
       9 ,       32 ,  1.63961788E+00 , -1.33864111E+00 ,  2.64167471E-06 , -5.79802609E-07
      10 ,       32 ,  1.49598801E+00 , -1.43957040E+00 , -1.50297893E-06 , -1.57487628E-07
      11 ,       32 ,  1.34681957E+00 , -1.52418618E+00 , -2.36649920E-06 , -5.27562887E-07
      12 ,       32 ,  1.19360316E+00 , -1.59323767E+00 , -3.30438420E-06 , -8.13144432E-06
      13 ,       32 ,  1.03740924E+00 , -1.64745281E+00 ,  9.16797292E-06 ,  1.31391937E-05
      14 ,       32 ,  8.78979544E-01 , -1.68744247E+00 , -1.59181406E-05 ,  5.36263192E-06
      15 ,       32 ,  7.18817357E-01 , -1.71363929E+00 ,  1.58271924E-06 ,  7.81413936E-06
      16 ,       32 ,  5.57272392E-01 , -1.72626024E+00 ,  1.66812626E-05 ,  1.24447935E-05
      17 ,       32 ,  3.94621024E-01 , -1.72528458E+00 ,  9.04209243E-06 ,  2.27372593E-07
      18 ,       32 ,  2.31145428E-01 , -1.71044302E+00 ,  1.25611539E-05 ,  1.23988928E-06
      19 ,       32 ,  6.72160642E-02 , -1.68121740E+00 , -1.70878042E-05 , -1.09918097E-07
      20 ,       32 , -9.66186880E-02 , -1.63685433E+00 ,  2.97627966E-06 , -1.97862370E-05
      21 ,       32 , -2.59534140E-01 , -1.57639952E+00 , -2.81547962E-05 ,  3.73699003E-06
      22 ,       32 , -4.20324471E-01 , -1.49876255E+00 , -1.15856178E-06 , -1.44003892E-06
      23 ,       32 , -5.77299788E-01 , -1.40282290E+00 , -3.11984338E-06 , -2.21608011E-07
      24 ,       32 , -7.28201331E-01 , -1.28758716E+00 , -5.89339962E-07 ,  2.61997405E-06
      25 ,       32 , -8.70160180E-01 , -1.15240061E+00 , -4.21021526E-06 ,  1.70392054E-06
      26 ,       32 , -9.99732271E-01 , -9.97204081E-01 , -2.69846231E-06 , -4.19996165E-06
      27 ,       32 , -1.11304362E+00 , -8.22806620E-01 , -3.62952583E-06 , -1.41290200E-06
      28 ,       32 , -1.20606765E+00 , -6.31120330E-01 ,  5.04311629E-06 ,  6.71762229E-07
      29 ,       32 , -1.27502669E+00 , -4.25285052E-01 ,  3.73889647E-05 ,  1.15281410E-05
      30 ,       32 , -1.31686427E+00 , -2.09611064E-01 , -1.44137872E-04 ,  7.76939408E-07
      31 ,       32 , -1.32968934E+00 ,  1.06986661E-02 ,  1.69604384E-04 , -3.86223540E-05
      32 ,       32 , -1.31307411E+00 ,  2.30020976E-01 , -6.02792248E-05 ,  2.74068131E-05
      33 ,       32 , -1.26811477E+00 ,  4.42883029E-01 , -1.19014967E-06 ,  2.88914249E-06
      34 ,       32 , -1.19723612E+00 ,  6.44494282E-01 ,  2.40587033E-07 , -1.92801106E-07
      35 ,       32 , -1.10380288E+00 ,  8.31119349E-01 , -4.03534428E-07 , -1.00017281E-06
      36 ,       32 , -9.91650188E-01 ,  1.00023336E+00 , -9.25824689E-07 , -1.03255268E-06
      37 ,       32 , -8.64645478E-01 ,  1.15047331E+00 , -1.11674384E-06 , -1.32543158E-06
      38 ,       32 , -7.26355771E-01 ,  1.28144711E+00 , -1.63729133E-06 , -1.21746498E-06
      39 ,       32 , -5.79846194E-01 ,  1.39347536E+00 , -1.49260322E-08 , -3.21579651E-08
      40 ,       32 , -4.27598438E-01 ,  1.48732817E+00 , -3.16599743E-07 , -8.75585180E-07
      41 ,       32 , -2.71518992E-01 ,  1.56399599E+00 ,  3.09272585E-06 , -2.17096111E-06
      42 ,       32 , -1.13003594E-01 ,  1.62451119E+00 , -2.66428207E-06 ,  1.31459018E-05
      43 ,       32 ,  4.69702504E-02 ,  1.66982157E+00 , -1.23941395E-05 , -5.51420309E-06
      44 ,       32 ,  2.07742255E-01 ,  1.70070860E+00 ,  4.06075675E-05 , -9.33869642E-06
      45 ,       32 ,  3.68871180E-01 ,  1.71773992E+00 ,  7.99763290E-05 , -3.49436850E-06
      46 ,       32 ,  5.30044317E-01 ,  1.72124625E+00 , -1.38421531E-05 ,  3.61003997E-05
      47 ,       32 ,  6.90994913E-01 ,  1.71131455E+00 ,  8.03623645E-05 ,  2.18715193E-05
      48 ,       32 ,  8.51425006E-01 ,  1.68779262E+00 , -1.89972658E-05 ,  3.44515838E-05
      49 ,       32 ,  1.01092974E+00 ,  1.65030326E+00 , -2.22804057E-04 , -9.37296344E-06
      50 ,       32 ,  1.16891907E+00 ,  1.59826969E+00 , -7.97500595E-06 , -3.79452525E-06
      51 ,       32 ,  1.32453411E+00 ,  1.53095769E+00 ,  8.69179386E-05 , -5.28001480E-06
      52 ,       32 ,  1.47655830E+00 ,  1.44754312E+00 ,  4.95600418E-05 , -8.16781695E-06
      53 ,       32 ,  1.62332908E+00 ,  1.34721610E+00 ,  3.30647346E-06 ,  2.45316801E-06
      54 ,       32 ,  1.76266357E+00 ,  1.22933360E+00 ,  2.84059958E-06 , -8.07890676E-07
      55 ,       32 ,  1.89182199E+00 ,  1.09362751E+00 ,  3.93781792E-06 , -3.66811085E-06
      56 ,       32 ,  2.00754273E+00 ,  9.40464137E-01 ,  4.61904982E-07 ,  2.29591152E-06
      57 ,       32 ,  2.10618835E+00 ,  7.71129878E-01 , -2.75449805E-07 , -2.86314406E-06
      58 ,       32 ,  2.18403408E+00 ,  5.88089159E-01 ,  3.75712626E-06 ,  3.44648619E-06
      59 ,       32 ,  2.23770141E+00 ,  3.95133083E-01 ,  4.78395919E-06 ,  5.69728377E-06
      60 ,       32 ,  2.26468693E+00 ,  1.97328727E-01 ,  3.52882634E-05 ,  1.29162121E-04
      61 ,       32 ,  2.26387679E+00 ,  7.10630924E-04 , -7.38956689E-05 , -3.27291604E-04
       1 ,       33 ,  2.45419374E+00 ,  1.81666569E-03 , -4.00724778E-05 ,  2.97694226E-04
       2 ,       33 ,  2.45603503E+00 , -2.14036302E-01 ,  5.06394988E-05 ,  4.75093131E-05
       3 ,       33 ,  2.42842932E+00 , -4.30871262E-01 , -8.98513503E-06 ,  1.05222812E-05
       4 ,       33 ,  2.37256038E+00 , -6.42605483E-01 ,  3.17422327E-06 ,  2.21371942E-06
       5 ,       33 ,  2.29092388E+00 , -8.44128551E-01 ,  1.60939789E-06 ,  9.96583485E-07
       6 ,       33 ,  2.18684022E+00 , -1.03156905E+00 ,  1.06788895E-07 ,  9.24321750E-08
       7 ,       33 ,  2.06396361E+00 , -1.20233068E+00 , -6.30879108E-07 , -3.00878306E-07
       8 ,       33 ,  1.92587976E+00 , -1.35495139E+00 ,  3.58762709E-07 ,  3.68861243E-07
       9 ,       33 ,  1.77583388E+00 , -1.48886372E+00 ,  4.08153295E-06 , -5.74793667E-06
      10 ,       33 ,  1.61658759E+00 , -1.60412741E+00 ,  8.73008227E-09 , -4.43556355E-07
      11 ,       33 ,  1.45037828E+00 , -1.70118213E+00 , -4.46616669E-07 , -5.97125389E-07
      12 ,       33 ,  1.27894749E+00 , -1.78064433E+00 ,  2.07320175E-06 , -4.51946943E-06
      13 ,       33 ,  1.10360849E+00 , -1.84315383E+00 ,  6.35192126E-06 ,  1.00207557E-05
      14 ,       33 ,  9.25331342E-01 , -1.88926534E+00 , -1.31938817E-05 ,  4.31668462E-06
      15 ,       33 ,  7.44832771E-01 , -1.91937568E+00 ,  7.30824488E-06 ,  7.38199796E-06
      16 ,       33 ,  5.62664795E-01 , -1.93367746E+00 ,  1.53005100E-06 ,  1.76350310E-05
      17 ,       33 ,  3.79301377E-01 , -1.93213186E+00 ,  2.24222807E-06 , -2.29653123E-06
      18 ,       33 ,  1.95224979E-01 , -1.91445658E+00 ,  6.98895238E-06 , -1.06610704E-06
      19 ,       33 ,  1.10159962E-02 , -1.88012831E+00 , -7.05011988E-06 , -1.45779705E-05
      20 ,       33 , -1.72552525E-01 , -1.82840294E+00 ,  2.36747428E-06 , -6.74358565E-06
      21 ,       33 , -3.54414721E-01 , -1.75835933E+00 , -1.73088698E-05 ,  6.25175746E-06
      22 ,       33 , -5.33109990E-01 , -1.66897521E+00 , -1.90209635E-06 , -6.28299708E-07
      23 ,       33 , -7.06688674E-01 , -1.55924423E+00 , -1.67977784E-06 ,  2.60158477E-06
      24 ,       33 , -8.72641867E-01 , -1.42834065E+00 ,  1.16337270E-06 ,  3.86574539E-06
      25 ,       33 , -1.02787939E+00 , -1.27583199E+00 , -2.01378427E-06 ,  5.98692010E-07
      26 ,       33 , -1.16878522E+00 , -1.10192699E+00 , -4.49283449E-06 , -1.99076412E-06
      27 ,       33 , -1.29137835E+00 , -9.07728240E-01 , -1.99929910E-06 , -9.58314695E-07
      28 ,       33 , -1.39159407E+00 , -6.95438735E-01 ,  3.00108836E-06 ,  8.05668471E-07
      29 ,       33 , -1.46567256E+00 , -4.68457573E-01 ,  2.82960937E-05 ,  7.71552456E-06
      30 ,       33 , -1.51060229E+00 , -2.31304290E-01 , -1.09729842E-04 ,  4.53181150E-06
      31 ,       33 , -1.52452871E+00 ,  1.06569475E-02 ,  1.32876331E-04 , -3.40788929E-05
      32 ,       33 , -1.50702497E+00 ,  2.51666069E-01 , -4.87052998E-05 ,  2.37561923E-05
      33 ,       33 , -1.45914717E+00 ,  4.86101847E-01 , -1.11514041E-06 ,  2.31080378E-06
      34 ,       33 , -1.38325841E+00 ,  7.08982954E-01 ,  1.23312761E-07 , -3.90811391E-07
      35 ,       33 , -1.28267445E+00 ,  9.16328945E-01 , -2.95759715E-07 , -9.69442920E-07
      36 ,       33 , -1.16122829E+00 ,  1.10532634E+00 , -7.23112189E-07 , -7.59850908E-07
      37 ,       33 , -1.02285265E+00 ,  1.27430637E+00 , -8.44166981E-07 , -5.19033894E-07
      38 ,       33 , -8.71250236E-01 ,  1.42258441E+00 , -9.78686974E-07 , -4.06862327E-07
      39 ,       33 , -7.09680641E-01 ,  1.55022648E+00 , -1.20685214E-06 ,  2.10633600E-07
      40 ,       33 , -5.40859332E-01 ,  1.65780007E+00 ,  1.08182023E-06 ,  9.45308427E-07
      41 ,       33 , -3.66945301E-01 ,  1.74614815E+00 , -6.35699480E-06 , -4.15678789E-06
      42 ,       33 , -1.89588356E-01 ,  1.81620572E+00 , -2.74235153E-06 ,  1.09608037E-05
      43 ,       33 , -1.00100891E-02 ,  1.86886364E+00 , -1.13859456E-05 , -7.26137223E-06
      44 ,       33 ,  1.70900772E-01 ,  1.90487547E+00 ,  2.67639473E-05 , -4.97504965E-06
      45 ,       33 ,  3.52490737E-01 ,  1.92479957E+00 ,  7.66815936E-05 , -1.07835842E-05
      46 ,       33 ,  5.34247698E-01 ,  1.92896776E+00 ,  1.99665352E-05 , -5.27025575E-05
      47 ,       33 ,  7.15712444E-01 ,  1.91747348E+00 ,  1.55517821E-04 ,  5.71108550E-06
      48 ,       33 ,  8.96394326E-01 ,  1.89017503E+00 , -2.05453711E-04 ,  3.55115392E-05
      49 ,       33 ,  1.07568837E+00 ,  1.84671209E+00 , -1.04829193E-04 , -1.13556314E-05
      50 ,       33 ,  1.25279117E+00 ,  1.78653742E+00 ,  2.49334459E-05 ,  3.06597840E-06
      51 ,       33 ,  1.42661414E+00 ,  1.70896850E+00 ,  5.67687859E-05 , -8.45213207E-06
      52 ,       33 ,  1.59569623E+00 ,  1.61326702E+00 ,  5.58897977E-06 , -1.64633472E-06
      53 ,       33 ,  1.75812295E+00 ,  1.49875571E+00 ,  1.31495458E-06 ,  3.95557310E-07
      54 ,       33 ,  1.91146633E+00 ,  1.36498095E+00 ,  2.89118981E-06 , -1.99795805E-07
      55 ,       33 ,  2.05276900E+00 ,  1.21192461E+00 ,  3.09571332E-06 , -2.27098785E-06
      56 ,       33 ,  2.17860300E+00 ,  1.04025658E+00 ,  5.07781903E-07 ,  2.19889991E-06
      57 ,       33 ,  2.28523648E+00 ,  8.51599996E-01 , -2.14791431E-06 , -3.90894578E-06
      58 ,       33 ,  2.36893100E+00 ,  6.48756865E-01 ,  1.13202167E-06 , -5.08724351E-07
      59 ,       33 ,  2.42636415E+00 ,  4.35820874E-01 ,  2.68680225E-06 , -1.18371198E-05
      60 ,       33 ,  2.45512654E+00 ,  2.18101707E-01 ,  2.58872049E-05 ,  8.25847118E-05
      61 ,       33 ,  2.45419374E+00 ,  1.81666569E-03 , -2.28606618E-05 , -2.99932301E-04
       1 ,       34 ,  2.67101996E+00 ,  3.07658671E-03 , -4.89214010E-05 ,  3.18797583E-04
       2 ,       34 ,  2.67325398E+00 , -2.34925988E-01 ,  3.76611254E-05 ,  4.28420170E-05
       3 ,       34 ,  2.64384450E+00 , -4.74217165E-01 , -9.65208187E-06 ,  7.72457346E-06
       4 ,       34 ,  2.58387502E+00 , -7.08490916E-01 ,  2.48300094E-06 ,  1.87699392E-06
       5 ,       34 ,  2.49574731E+00 , -9.32356110E-01 ,  1.10417519E-06 ,  3.36621352E-07
       6 ,       34 ,  2.38273222E+00 , -1.14160585E+00 ,  1.63972743E-07 ,  7.49422271E-08
       7 ,       34 ,  2.24850634E+00 , -1.33327758E+00 , -7.67027289E-07 , -7.27935755E-07
       8 ,       34 ,  2.09675872E+00 , -1.50554519E+00 ,  6.63612428E-07 ,  3.58117404E-08
       9 ,       34 ,  1.93091055E+00 , -1.65750917E+00 ,  1.16111869E-07 , -3.64286603E-06
      10 ,       34 ,  1.75395321E+00 , -1.78894853E+00 ,  8.57722226E-07 , -5.05169117E-07
      11 ,       34 ,  1.56838567E+00 , -1.90008100E+00 , -2.94164418E-07 ,  3.26884757E-07
      12 ,       34 ,  1.37622355E+00 , -1.99135749E+00 ,  2.60026483E-06 , -1.29679062E-06
      13 ,       34 ,  1.17905277E+00 , -2.06330026E+00 ,  5.09584704E-06 ,  7.84982453E-06
      14 ,       34 ,  9.78107168E-01 , -2.11638349E+00 , -9.46476802E-06 ,  2.97077600E-06
      15 ,       34 ,  7.74356354E-01 , -2.15094993E+00 ,  1.05638450E-05 ,  6.27849109E-06
      16 ,       34 ,  5.68596736E-01 , -2.16715626E+00 , -2.41618961E-06 ,  1.14558382E-05
      17 ,       34 ,  3.61543198E-01 , -2.16494088E+00 , -2.82862948E-06 , -4.92913314E-06
      18 ,       34 ,  1.53921782E-01 , -2.14401069E+00 ,  1.61395077E-06 ,  8.84423122E-07
      19 ,       34 , -5.34351505E-02 , -2.10384627E+00 ,  2.49472986E-06 , -1.54386443E-05
      20 ,       34 , -2.59490418E-01 , -2.04372822E+00 , -2.16897751E-06 ,  2.27082410E-06
      21 ,       34 , -4.62901393E-01 , -1.96278976E+00 , -6.89975593E-06 ,  7.51998130E-06
      22 ,       34 , -6.61922218E-01 , -1.86010275E+00 , -2.98299917E-06 ,  8.14762693E-07
      23 ,       34 , -8.54319028E-01 , -1.73480378E+00 , -6.38964539E-07 ,  2.63817484E-06
      24 ,       34 , -1.03731460E+00 , -1.58626449E+00 , -3.33986732E-06 ,  1.31234073E-06
      25 ,       34 , -1.20758486E+00 , -1.41430286E+00 , -4.95625459E-07 , -2.02092190E-06
      26 ,       34 , -1.36133289E+00 , -1.21942058E+00 , -1.40237263E-06 , -1.55043743E-07
      27 ,       34 , -1.49446297E+00 , -1.00303527E+00 , -9.44980225E-07 ,  6.40304873E-08
      28 ,       34 , -1.60286355E+00 , -7.67660004E-01 ,  1.80905299E-06 ,  8.12380874E-07
      29 ,       34 , -1.68278224E+00 , -5.16972639E-01 ,  2.07854784E-05 ,  5.01872314E-06
      30 ,       34 , -1.73124184E+00 , -2.55724478E-01 , -8.37105758E-05 ,  6.03222359E-06
      31 ,       34 , -1.74641667E+00 ,  1.05326751E-02 ,  1.03614187E-04 , -2.97022078E-05
      32 ,       34 , -1.72787892E+00 ,  2.75873087E-01 , -3.90800627E-05 ,  2.04337772E-05
      33 ,       34 , -1.67664928E+00 ,  5.34499293E-01 , -9.42834729E-07 ,  1.76831848E-06
      34 ,       34 , -1.59503804E+00 ,  7.81214884E-01 ,  4.44385416E-08 , -4.80015420E-07
      35 ,       34 , -1.48632188E+00 ,  1.01177383E+00 , -2.23091920E-07 , -8.60669784E-07
      36 ,       34 , -1.35433977E+00 ,  1.22305516E+00 , -5.53135782E-07 , -5.80340951E-07
      37 ,       34 , -1.20309594E+00 ,  1.41306411E+00 , -6.89244383E-07 , -2.76690277E-07
      38 ,       34 , -1.03643483E+00 ,  1.58079986E+00 , -8.25560640E-07 , -2.96542691E-07
      39 ,       34 , -8.57818968E-01 ,  1.72604630E+00 , -1.06528652E-06 , -1.05091521E-07
      40 ,       34 , -6.70210897E-01 ,  1.84913808E+00 ,  1.48028196E-06 ,  1.15420662E-06
      41 ,       34 , -4.76041525E-01 ,  1.95073997E+00 , -8.06351808E-06 , -3.83034177E-06
      42 ,       34 , -2.77240522E-01 ,  2.03166063E+00 ,  1.58686495E-06 ,  9.86273301E-06
      43 ,       34 , -7.53051219E-02 ,  2.09270862E+00 , -5.91413143E-06 , -5.82844389E-06
      44 ,       34 ,  1.28611280E-01 ,  2.13458943E+00 ,  1.99790335E-05 , -1.28105864E-06
      45 ,       34 ,  3.33603298E-01 ,  2.15783782E+00 ,  5.67902469E-05 , -2.66353756E-06
      46 ,       34 ,  5.38917594E-01 ,  2.16277877E+00 ,  3.34896519E-05 , -7.88382998E-05
      47 ,       34 ,  7.43859656E-01 ,  2.14951091E+00 ,  9.50358393E-05 ,  3.95658432E-05
      48 ,       34 ,  9.47703405E-01 ,  2.11790833E+00 , -2.12663975E-04 ,  3.27442616E-05
      49 ,       34 ,  1.14960232E+00 ,  2.06763960E+00 , -2.43971549E-05 , -5.57846058E-06
      50 ,       34 ,  1.34850076E+00 ,  1.99820541E+00 ,  3.56466390E-05 ,  8.07461131E-06
      51 ,       34 ,  1.54304574E+00 ,  1.90899921E+00 ,  3.23630063E-05 , -9.05920106E-06
      52 ,       34 ,  1.73150243E+00 ,  1.79939764E+00 ,  3.39317781E-06 , -1.60051297E-06
      53 ,       34 ,  1.91168185E+00 ,  1.66888807E+00 ,  3.99372781E-06 , -7.37228676E-07
      54 ,       34 ,  2.08089557E+00 ,  1.51723894E+00 ,  2.81668368E-06 , -1.62285531E-06
      55 ,       34 ,  2.23595965E+00 ,  1.34471263E+00 ,  2.04104018E-06 , -1.73348794E-06
      56 ,       34 ,  2.37327509E+00 ,  1.15230882E+00 ,  4.57269424E-08 ,  1.89460510E-06
      57 ,       34 ,  2.48901191E+00 ,  9.42008647E-01 , -2.40365016E-06 , -1.90477630E-06
      58 ,       34 ,  2.57941211E+00 ,  7.16969921E-01 ,  6.20839644E-07 ,  3.12286616E-06
      59 ,       34 ,  2.64120007E+00 ,  4.81608055E-01 ,  6.77857984E-07 ,  1.29394002E-05
      60 ,       34 ,  2.67204991E+00 ,  2.41499758E-01 ,  1.54547499E-05 , -3.42947791E-05
      61 ,       34 ,  2.67101996E+00 ,  3.07658671E-03 , -3.31167365E-06 , -3.57299416E-04
       1 ,       35 ,  2.91782008E+00 ,  4.49771902E-03 , -4.84165403E-05 ,  2.58833784E-04
       2 ,       35 ,  2.92043259E+00 , -2.58493224E-01 ,  2.83744943E-05 ,  4.23796656E-05
       3 ,       35 ,  2.88887940E+00 , -5.23086904E-01 , -7.98713986E-06 ,  5.39528968E-06
       4 ,       35 ,  2.82415058E+00 , -7.82717462E-01 ,  2.19429367E-06 ,  1.51854426E-06
       5 ,       35 ,  2.72856484E+00 , -1.03168321E+00 ,  8.84964470E-07 ,  3.29216860E-07
       6 ,       35 ,  2.60535383E+00 , -1.26541688E+00 , -2.46809518E-08 , -1.56704096E-07
       7 ,       35 ,  2.45822449E+00 , -1.48056592E+00 , -1.18674233E-08 , -7.13249939E-07
       8 ,       35 ,  2.29097578E+00 , -1.67491407E+00 ,  4.02660737E-07 , -1.00174275E-06
       9 ,       35 ,  2.10721289E+00 , -1.84719961E+00 , -5.58363283E-08 ,  1.27270781E-07
      10 ,       35 ,  1.91016926E+00 , -1.99688712E+00 ,  2.46641557E-06 , -3.28922614E-06
      11 ,       35 ,  1.70262416E+00 , -2.12393707E+00 ,  1.72488184E-07 , -3.85559728E-07
      12 ,       35 ,  1.48689312E+00 , -2.22860037E+00 ,  1.90628130E-06 , -9.34100341E-07
      13 ,       35 ,  1.26486748E+00 , -2.31125047E+00 ,  1.33644962E-06 ,  3.58453854E-06
      14 ,       35 ,  1.03808344E+00 , -2.37225489E+00 , -8.05330841E-06 ,  1.48206480E-06
      15 ,       35 ,  8.07806540E-01 , -2.41188255E+00 ,  1.10287530E-05 ,  4.13816325E-06
      16 ,       35 ,  5.75123551E-01 , -2.43024158E+00 ,  3.55700528E-07 ,  9.39382859E-06
      17 ,       35 ,  3.41037683E-01 , -2.42724244E+00 ,  1.87684334E-07 , -1.26307141E-06
      18 ,       35 ,  1.06565959E-01 , -2.40258367E+00 , -1.21597094E-06 ,  1.63126560E-06
      19 ,       35 , -1.27161344E-01 , -2.35575953E+00 ,  1.85065592E-06 , -1.08023167E-05
      20 ,       35 , -3.58799817E-01 , -2.28609204E+00 , -9.62853195E-06 , -1.11491905E-06
      21 ,       35 , -5.86691196E-01 , -2.19279153E+00 ,  1.00325336E-06 , -3.64466631E-06
